h.whole,s.whole,v.whole,h.body_fore,s.body_fore,v.body_fore,srad,tavg
0.1008537278484728,0.40156127129421115,0.5818736361212598,0.09709551706657739,0.41529316886813034,0.5605990215835084,17600.0,15.3999996185303
0.16044649563037966,0.05195264161245144,0.8040107641107604,0.15812115348111416,0.050270497455764486,0.7925885608603507,17902.0,15.3999996185303
0.10784902759244173,0.25911801374482024,0.5800804448458599,0.10517413955153013,0.2661112117646418,0.5757356572258309,20571.0,26.0
0.12246888960734183,0.36709774876750406,0.7343925285854902,0.11807617180432399,0.3787496595400085,0.714658476002968,15129.0,18.5
0.1067181265016376,0.32767219017417876,0.5254854958001804,0.10124448800812778,0.3791834481630278,0.4435318898717352,18157.0,17.1000003814697
0.11895271869310006,0.3908145697767756,0.6263212695726615,0.11632703382283949,0.392490986954189,0.6223632987593049,17392.0,15.6000003814697
0.08296494147076305,0.43131532720712656,0.5939411160037019,0.07755917931225971,0.4683663573470453,0.5435582120011986,12544.0,11.1999998092651
0.17711281494476763,0.18385706348210112,0.6277470054169142,0.1709247395047599,0.19603643753411124,0.6133344970489943,21892.0,26.2000007629395
0.10840366663624013,0.3232214465573299,0.41919982845625653,0.10449414440447696,0.34258872214849895,0.36985762329017396,14360.0,10.5
0.09099178956616447,0.39678877987657574,0.3774350005262796,0.08832965909857175,0.3912376952325957,0.3686635857819524,18786.0,25.2000007629395
0.11237806940354171,0.38452276089735593,0.7020781576559529,0.10375262064020813,0.43043005668914985,0.6577211013830554,14491.0,17.6000003814697
0.12198771465347172,0.2584356315709423,0.6611140579268524,0.1168846025447504,0.2777369764111374,0.6406033016685022,9771.0,12.8999996185303
0.08274150169537314,0.3658090807620592,0.6224660755548305,0.08064340222024038,0.3931800718487008,0.5765523872581486,10210.0,6.400000095367429
0.07326535308394314,0.5703004672178131,0.6350687287770155,0.06310557772032137,0.6336737055230774,0.578099387466416,17392.0,15.6000003814697
0.13649461459064322,0.1534890364505978,0.7243995234581009,0.127732193488431,0.18647727443482337,0.6741490117249421,12472.0,10.3999996185303
0.12500324134258448,0.1714541272260161,0.6094856095231702,0.11734187674587712,0.18772044828314366,0.5860610373181732,17512.0,16.6000003814697
0.1387107145452043,0.1765495609803224,0.7509187849380458,0.13457195054415075,0.18525009109465598,0.7403796787333101,17101.0,21.2000007629395
0.09166554356068071,0.4700637875838712,0.409181545133159,0.09283192646961072,0.4482837420661302,0.4345873901123804,18227.0,22.5
0.11174810701011663,0.3819918659044331,0.3999490729556028,0.09327810235350086,0.39540416928929717,0.4217796724178527,21039.0,20.7999992370605
0.11340698609633333,0.26312871961620987,0.6502189323381897,0.10910476784064013,0.28716777680427674,0.5951752785481099,13016.0,16.6000003814697
0.10806767462544734,0.3118928135513324,0.5842415474551497,0.09966762560115565,0.3561349949992621,0.529576586340777,19117.0,25.2999992370605
0.10930293870528107,0.3207213072983149,0.5528902495964775,0.10633197763683346,0.31710504925187916,0.534558928512789,21892.0,26.2000007629395
0.10241732419554192,0.31362950186806027,0.4471677138347201,0.09410929841992749,0.35291641768243465,0.41036144455173856,16942.0,13.8000001907349
0.08936777037472046,0.3423097704144968,0.4785855125709149,0.08822003550853544,0.3431874935803232,0.47885541881595856,18146.0,19.5
0.09253141924800067,0.436804322315163,0.7397955039378569,0.09430870536148396,0.4474321219542759,0.7243787011570452,20734.0,21.5
0.1095737159945953,0.346643112872005,0.6029037340896355,0.1020946400519008,0.4005473009360803,0.580031045265617,14938.0,17.2999992370605
0.12988085729024754,0.26895591942148717,0.44035080560145434,0.12743535948811613,0.29624156698480225,0.4428447575140271,17532.0,23.5
0.10798309963149193,0.30474330203028277,0.6210146424424744,0.10162498687002312,0.3324992717757501,0.5775248796866916,17501.0,22.399999618530302
0.13092916265397325,0.16726413249076835,0.734064635229024,0.12333319243578045,0.19422488641398009,0.7145337255465026,15879.0,16.2000007629395
0.09469268251488955,0.31939820667929364,0.6896042838700521,0.09245976845885794,0.3291234553651851,0.6750432024602092,18157.0,17.1000003814697
0.08842866416991797,0.3926523418980054,0.5105308861972607,0.08193259560057958,0.41749378358611944,0.4940384087371182,13076.0,17.0
0.11635385709942563,0.44759813829601036,0.6677030494496266,0.10869726687169404,0.4496512644700395,0.6433823719956222,17445.0,14.3000001907349
0.10405736587471419,0.42386404578298936,0.4306951254406738,0.1056659028699948,0.4473273630862699,0.37357948811678243,18888.0,21.0
0.11524216790767182,0.25576673716680726,0.6308583750465602,0.10595858489290529,0.3024550888042966,0.5922773860607964,11754.0,15.1999998092651
0.10328253817590789,0.3103058562685821,0.5053183532198934,0.10068350226567993,0.30570911735700423,0.4631430346151405,17902.0,15.3999996185303
0.0874132427825062,0.3810787637935856,0.37555332897522775,0.08242767445351118,0.39738993825246455,0.3640917967646668,14059.0,14.1999998092651
0.1222419123476233,0.2976759696619807,0.5519077179480375,0.13034321928660067,0.2827825192099833,0.563312479176739,13368.0,13.1999998092651
0.11722140109239679,0.2582562278363757,0.6365400993799452,0.11134237398153188,0.27945842197566495,0.5991067670245209,18245.0,20.3999996185303
0.10125138277971643,0.4288605806153298,0.45099855098456626,0.10368306255643288,0.4200165861791454,0.4859069327863498,15129.0,18.5
0.1273893611732593,0.17428095266218813,0.629128443050782,0.12135341479345695,0.1937085581868308,0.601445204045649,18983.0,24.7000007629395
0.09999674456377931,0.30444379233182206,0.5296404120970203,0.09796210682273,0.30300322978349,0.5283160937944863,19247.0,26.5
0.12439899714213483,0.20173907560595364,0.7326815257547501,0.12511431360542435,0.20161811108300787,0.7143954196673383,16175.0,13.3999996185303
0.11111634621551246,0.4221305303921263,0.40001678112432126,0.10567585224228465,0.4512156332015336,0.31013097462417877,20143.0,16.2000007629395
0.10757232573409804,0.4023989638965494,0.46716373138545375,0.1046608823120427,0.4065751806359176,0.47404516922277223,21000.0,26.600000381469698
0.0995252057033907,0.38476912220565307,0.4953833280290488,0.09757808118430737,0.390521229208427,0.47558259454897756,20307.0,26.600000381469698
0.12032543902752009,0.30291079423058925,0.6329260215580975,0.11641177894405513,0.31037733503512294,0.6166109069373543,9771.0,12.8999996185303
