img_rmbg_path,tsne-0,tsne-1
/home/put_data/moth/data/whole_crop/A35-20140923-149.png,26.103622,41.731243
/home/put_data/moth/data/whole_crop/A52-20160704-122.png,-26.018677,48.255928
/home/put_data/moth/data/whole_crop/V02-20140721-035.png,13.256059,0.36255515
/home/put_data/moth/data/whole_crop/A35-20141116-113.png,4.467751,-6.3895845
/home/put_data/moth/data/whole_crop/V16-20131004-043.png,19.94821,30.036406
/home/put_data/moth/data/whole_crop/V13-20130608-075.png,-1.9122814,-35.968113
/home/put_data/moth/data/whole_crop/V03-20131103-069.png,29.76359,53.426746
/home/put_data/moth/data/whole_crop/A35-20160712-065.png,-55.40891,-4.2951846
/home/put_data/moth/data/whole_crop/A45-20141118-071.png,-29.523857,56.152664
/home/put_data/moth/data/whole_crop/V06-20131101-096.png,6.3419533,-5.95357
/home/put_data/moth/data/whole_crop/V10-20130608-064.png,13.570036,22.163229
/home/put_data/moth/data/whole_crop/V22-20160417-006.png,14.043831,16.060217
/home/put_data/moth/data/whole_crop/A37-20140923-001.png,-8.92151,-56.63562
/home/put_data/moth/data/whole_crop/A35-20140923-015.png,20.298498,6.3057237
/home/put_data/moth/data/whole_crop/A37-20130806-110.png,-3.9379468,-53.063152
/home/put_data/moth/data/whole_crop/V15-20150418-050.png,-18.785273,-61.49516
/home/put_data/moth/data/whole_crop/V15-20140627-054.png,0.87191254,-3.5824747
/home/put_data/moth/data/whole_crop/V06-20141024-028.png,-21.788612,8.690319
/home/put_data/moth/data/whole_crop/V08-20140503-031.png,22.437841,-1.5746276
/home/put_data/moth/data/whole_crop/V24-20160618-075.png,-1.5306342,38.979904
/home/put_data/moth/data/whole_crop/V08-20130607-022.png,-52.05229,-1.4965807
/home/put_data/moth/data/whole_crop/V02-20140303-052.png,0.15258639,-34.632828
/home/put_data/moth/data/whole_crop/V13-20131102-109.png,-10.123597,36.708324
/home/put_data/moth/data/whole_crop/A37-20140103-049.png,-2.123922,-13.698807
/home/put_data/moth/data/whole_crop/V03-20140303-092.png,-34.100807,45.131138
/home/put_data/moth/data/whole_crop/V08-20130802-010.png,25.365574,17.050976
/home/put_data/moth/data/whole_crop/V07-20140704-088.png,-13.492905,-25.264559
/home/put_data/moth/data/whole_crop/V11-20130907-059.png,35.391277,44.754074
/home/put_data/moth/data/whole_crop/A38-20140925-029.png,-17.534998,42.080753
/home/put_data/moth/data/whole_crop/A37-20140103-008.png,10.617411,-25.540815
/home/put_data/moth/data/whole_crop/V22-20150626-017.png,23.29206,-47.506695
/home/put_data/moth/data/whole_crop/A42-20160112-073.png,-14.384823,42.673912
/home/put_data/moth/data/whole_crop/A35-20150609-187.png,13.546557,10.947943
/home/put_data/moth/data/whole_crop/A52-20160601-052.png,-14.367179,39.818535
/home/put_data/moth/data/whole_crop/V03-20130510-046.png,-26.55135,47.83825
/home/put_data/moth/data/whole_crop/V06-20150612-005.png,-57.54352,-4.226022
/home/put_data/moth/data/whole_crop/V13-20140725-005.png,21.885563,-75.757164
/home/put_data/moth/data/whole_crop/A43-20160308-046.png,-4.67708,-35.061646
/home/put_data/moth/data/whole_crop/V02-20130801-061.png,7.921147,-36.14101
/home/put_data/moth/data/whole_crop/A43-20160503-124.png,16.479782,-6.1996245
/home/put_data/moth/data/whole_crop/A46-20150319-098.png,29.913149,4.332605
/home/put_data/moth/data/whole_crop/V13-20130928-116.png,-12.220273,-23.11351
/home/put_data/moth/data/whole_crop/V11-20130907-016.png,27.381924,11.241729
/home/put_data/moth/data/whole_crop/V01-20160509-002.png,-53.387196,-6.8433824
/home/put_data/moth/data/whole_crop/V02-20130603-045.png,-21.15236,10.166584
/home/put_data/moth/data/whole_crop/A38-20140325-097.png,40.4975,28.885025
/home/put_data/moth/data/whole_crop/A43-20150611-090.png,8.969195,-30.792915
/home/put_data/moth/data/whole_crop/V24-20160618-032.png,3.923581,-7.2770586
/home/put_data/moth/data/whole_crop/V23-20150920-002.png,-17.266148,-66.81679
/home/put_data/moth/data/whole_crop/V04-20140816-064.png,-36.804047,31.763403
/home/put_data/moth/data/whole_crop/V06-20130412-035.png,29.611095,50.45772
/home/put_data/moth/data/whole_crop/V06-20150320-008.png,-49.91723,-3.7730587
/home/put_data/moth/data/whole_crop/V28-20160131-018.png,22.72249,-14.282953
/home/put_data/moth/data/whole_crop/A37-20150610-056.png,22.392706,-8.566734
/home/put_data/moth/data/whole_crop/V04-20140425-073.png,26.44938,43.345848
/home/put_data/moth/data/whole_crop/V10-20140328-163.png,26.302862,43.29995
/home/put_data/moth/data/whole_crop/V08-20140919-044.png,-4.04532,-33.302685
/home/put_data/moth/data/whole_crop/V01-20160606-069.png,-1.8621174,-40.032513
/home/put_data/moth/data/whole_crop/A43-20160308-024.png,-1.047948,-19.41336
/home/put_data/moth/data/whole_crop/V26-20160422-027.png,20.691334,-75.88988
/home/put_data/moth/data/whole_crop/V03-20130409-134.png,0.99916834,58.773808
/home/put_data/moth/data/whole_crop/V08-20140919-019.png,27.464605,32.674175
/home/put_data/moth/data/whole_crop/A41-20140325-199.png,13.961434,10.9073925
/home/put_data/moth/data/whole_crop/V24-20160109-012.png,-0.36809295,52.41745
/home/put_data/moth/data/whole_crop/V02-20141124-143.png,-14.210419,-64.08394
/home/put_data/moth/data/whole_crop/V05-20141121-002.png,14.121086,10.862551
/home/put_data/moth/data/whole_crop/V05-20130809-038.png,23.140648,-40.709496
/home/put_data/moth/data/whole_crop/A46-20160705-057.png,-5.1385627,-5.0333867
/home/put_data/moth/data/whole_crop/A36-20130606-035.png,18.249302,20.36285
/home/put_data/moth/data/whole_crop/V02-20141124-100.png,-5.961014,-50.233246
/home/put_data/moth/data/whole_crop/V12-20140809-201.png,19.907417,56.399998
/home/put_data/moth/data/whole_crop/V03-20140612-038.png,-6.0845795,4.447829
